bigCityID,bigCity,bigCountryCode,CountryName
UK214,PETERBOROUGH,UK,United Kingdom
UK216,PLYMOUTH,UK,United Kingdom
UK221,PORTSMOUTH,UK,United Kingdom
UK223,PRESTON,UK,United Kingdom
UK224,READING/WOKINGHAM,UK,United Kingdom
UK238,SHEFFIELD,UK,United Kingdom
UK241,SLOUGH,UK,United Kingdom
UK242,SOUTHAMPTON/EASTLEIGH,UK,United Kingdom
UK243,SOUTHEND,UK,United Kingdom
UK244,SOUTHPORT/FORMBY,UK,United Kingdom
UK246,ST. ALBANS/HATFIELD,UK,United Kingdom
UK256,SUNDERLAND/WHITBURN,UK,United Kingdom
UK259,SWANSEA,UK,United Kingdom
UK260,SWINDON,UK,United Kingdom
UK263,TEESSIDE,UK,United Kingdom
UK267,THANET,UK,United Kingdom
UK268,THE MEDWAY TOWNS,UK,United Kingdom
UK269,THE POTTERIES,UK,United Kingdom
UK271,TORBAY,UK,United Kingdom
UK274,TYNESIDE,UK,United Kingdom
UK275,WARRINGTON,UK,United Kingdom
UK279,WEST MIDLANDS,UK,United Kingdom
UK280,WEST YORKSHIRE,UK,United Kingdom
UK287,WIGAN,UK,United Kingdom
UK301,YORK,UK,United Kingdom
UK319,TELFORD,UK,United Kingdom
UK320,Wellingborough,UK,United Kingdom
UK321,Tilbury,UK,United Kingdom
UK322,Hertford,UK,United Kingdom
UK323,Burton,UK,United Kingdom
UK324,Bedford,UK,United Kingdom
UK325,Fareham,UK,United Kingdom
UK326,Poole,UK,United Kingdom
UK327,Levenmouth,UK,United Kingdom
UK328,Meadowhead,UK,United Kingdom
