ReportNetEnvelopeFileId,flarepCode,aggCode,aggName,flaggComments,flaggEUFund,flaggEUFundName,flaggExpecDateCompletion,flaggExpecDateStart,flaggExpecDateStartWork,flaggExpLoad,flaggExpLoadColl,flaggExpLoadIAS,flaggInv,flaggLoan,flaggLoanName,flaggMeasures,flaggOtherFund,flaggOtherFundName,flaggReasons,flaggStatus
60340,PL03,PLSW033,Chęciny,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20170511,20210930,7261,100,0,4.92,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW035,Styków,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251231,20221231,20241231,5157,98.08,1.92,0.23,,,renewal of the collecting system,,,"insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW037,Oleśnica,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20231231,20160715,20220401,2120,98.77,1.23,0.35,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSL045,Ustroń,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20230131,20230301,16573,98.15,1.85,1.22,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSW043,Sobków,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20220228,20100101,20200220,5619,98.36,1.64,1.55,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSL070,Mstów,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20220901,20230901,5783,100,0,1.56,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSW048N,Kunów,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251231,20160923,20230101,5229,100,0,1.56,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW050N,Nowa Słupia,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20231231,20190101,20210901,4903,100,0,3.62,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSL081,Imielin,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20231130,20200902,20210302,7361,99.59,0.41,0,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSL086,Woźniki,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20220531,20250331,3643,100,0,2.34,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSL102,Kamienica Polska,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20211030,20210520,20210701,5853,98.17,1.83,0.19,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSW068N,Baćkowice,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20220101,20240101,2923,98.91,1.09,3.43,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW502,Napęków,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20221231,20180101,20181011,2814,99.72,0.28,4.79,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW503,Skorzeszyce,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20211231,20170130,20180430,4738,99.41,0.59,3.63,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW505,Korczyn,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20220101,20220101,2555,64.74,35.26,2.11,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW506,Gnieździska,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20261231,20210121,20220601,2054,100,0,2.34,,,building of a collecting system,,,insufficient quality of treated wastewater,PD
60340,PL03,PLSW601,Krajno,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271230,20221231,20240102,2649,100,0,5.84,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSL129N,Knurów-2,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241231,20220101,20220630,5559,100,0,0.45,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSL146N,Lisów,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20231231,20220101,20220701,3868,98.91,1.09,0.23,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSL156N,Ciasna,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20240531,20181217,20181217,3991,100,0,0.17,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL012,Mosina - Puszczykowo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20190201,20210301,37001,98.06,1.94,1.26,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL020,Rawicz,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20200415,20210415,28999,98.67,1.33,2.34,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSL605,Piekary Śląskie Południe,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20221231,20210301,20220101,8693,99.79,0.21,0.27,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSL606,Piekary Śląskie Północ,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241231,20210301,20220101,45635,99.61,0.39,0.36,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL029,Międzychód,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271030,20200601,20251231,20733,100,0,0.5,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW006,Aglomeracja Końskie,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20230601,20240601,34715,100,0,2.93,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSW009,Morawica,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20221231,20210601,20220301,15500,98.28,1.72,0.75,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSW022,Piekoszów,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20220831,20180205,20210712,10839,100,0,0.76,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL039,Trzemeszno,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20230704,20220301,20230404,9985,100,0,1.09,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW046N,Kije,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20220901,20190529,20210701,3149,100,0,0.26,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL048,Tarnowo Podgórne,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20210301,20210601,22798,96.93,3.07,3.29,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW051N,Samborzec,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20230301,20250101,2090,98.85,1.15,0.51,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLSW052N,Solec-Zdrój,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20270601,20240301,20260301,4320,99.17,0.83,0.7,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL057,Ujście,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20221231,20220101,20220601,7622,99.7,0.3,0.26,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL064,Miejska Górka,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20261130,20210630,20230331,6364,99.86,0.14,1.5,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLSW073N,Krasocin,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241031,20190920,20191021,2733,99.52,0.48,0.12,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL008,Koło,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20181008,20210601,47161,99.41,0.59,1.02,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL011,Jarocin,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20141106,20180525,58946,100,0,19.21,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL026,Złotów,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20210301,20210401,21919,99.52,0.48,0.24,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL082,Koźminek,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20190101,20230301,3536,98.36,1.64,0.68,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL030,Szamotuły,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251201,20210101,20220101,24377,99.97,0.03,0.41,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL086,Margonin,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20180101,20220325,10688,100,0,0.47,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL031,Pleszew,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20161227,20210420,26726,99.47,0.53,7.01,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL041,Czarnków,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20221231,20210101,20220101,10767,100,0,0.06,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL091,Krzyż Wielkopolski,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251230,20200101,20200401,6765,98.26,1.74,1.99,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL043,Opatówek,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251231,20220101,20230101,7737,100,0,0.47,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL055,Czempiń,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20210102,20210601,9713,100,0,0.74,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL068,Osieczna,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241231,20220101,20230401,7089,98.9,1.1,0.29,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL112,Nekla,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20220831,20210624,20220531,3653,100,0,0.48,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL078,Miłosław,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20230601,20260301,4107,99.71,0.29,0.28,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL083,Żółków,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241130,20210701,20220301,5117,100,0,0.02,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL129,Trzcinica,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241231,20200803,20220301,2516,100,0,0.52,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL133,Dopiewo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20261231,20220101,20230601,6525,100,0,0.25,,,renewal of the collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL094,Granowo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20160301,20180620,3336,100,0,0.02,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL097,Książ Wielkopolski,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20210101,20210901,3196,100,0,0.64,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL150,Kramsk,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20261212,20220101,20230101,2239,98.12,1.88,0.63,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL154,Włoszakowice,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20210101,20210315,12452,99.15,0.85,3.75,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL165,Mieścisko,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20210216,20220301,2837,100,0,0.32,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL168,Ostroróg,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20260601,20240601,20250601,2108,99.19,0.81,0.11,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL114,Drawsko,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20261231,20170101,20210401,4153,100,0,0.39,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL172N,Sławsk,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20260301,20220301,20240301,2791,88.86,11.14,2.34,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL192N,Otorowo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20231231,20220201,20221231,2243,100,0,0.12,,,building of a collecting system,,,insufficient quality of treated wastewater,PD
60340,PL03,PLWL193N,Pakosław ,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241231,20210120,20220901,6286,99.43,0.57,0.67,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL130,Grabów nad Prosną,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241231,20240301,20240701,4571,98.88,1.12,0.02,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL198N,Skulsk,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20220101,20220501,2010,100,0,0.49,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL202N,Racot,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20211210,20181109,20210510,5074,98.5,1.5,0.47,,,renewal of the collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL134,Sompolno,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251001,20210601,20230401,4462,100,0,0.59,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL137,Krajenka,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251231,20250101,20250601,6037,98.86,1.14,0.07,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL222N,Wijewo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251231,20230930,20240331,3369,98.07,1.93,0.3,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL223N,Chludowo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271130,20220101,20241130,3701,81.01,18.99,0.7,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL502,Jaraczewo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20250630,20180809,20220201,5156,99.61,0.39,4.22,,,building of a collecting system,,,"insufficient level of sewage system in agglomeration, insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD
60340,PL03,PLWL163,Skórzewo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20261231,20220101,20230601,17617,98.74,1.26,0.25,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL167,Miasteczko Krajeńskie,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20231231,20181001,20220401,2546,99.76,0.24,0.05,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL179N,Łęka Opatowska,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20251231,20210630,20220101,2433,100,0,3.51,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWM014,Biskupiec,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20271231,20220101,20230401,18368,100,0,0.28,,,building of a collecting system,,,insufficient quality of treated wastewater,PD
60340,PL03,PLWL188N,Raszewy,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20241030,20210301,20210315,2441,100,0,0.03,,,renewal of the collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL194N,Perzów,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20221130,20180514,20200901,2435,99.51,0.49,1.74,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL201N,Stare Oborzyska,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20211130,20210310,20210610,2953,99.56,0.44,0.11,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL204N,Rozdrażew,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20211115,20200820,20201006,2962,100,0,0.94,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL211N,Krzemieniewo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20221201,20190801,20210901,5592,100,0,0.26,,,building of a collecting system,,,maintaining compliance with the directive,C
60340,PL03,PLWL215N,Kiszkowo,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,20270901,20220101,20220901,4389,100,0,7.03,,,building of a collecting system,,,maintaining compliance with the directive,C
60370,RO08,ROAG_156446,Comlosu Mare,Costs related to the effective connection of the population to the sewerage system can not be appreciated for lack of information.Costs will be covered by the inhabitants (private sources).,0,,20231231,20071231,20080331,3400,96.65,1.35,3.26689,0,,"New sewage system  (14 Km) - completed; not functional 
Extension of sewerage network, discharge pipeline (31 Km), 9 wastewater pumping station, connections to the sewerage system",3.26689,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_156482,Costeiu,Costs related to the effective connection of the population to the sewerage system can not be appreciated for lack of information.Costs will be covered by the inhabitants (private sources).,0,,20271231,20071231,20080331,2100,98,0,1.112591,0,,"New sewerage network (12.53 Km) - completed
Extension of sewerage network (4,26 Km),3 wastewater pumping station",1.112591,National and local budget,Low collecting rate of the urban waste waters,NC
60370,RO08,ROAG_156678,Denta,Costs related to the effective connection of the population to the sewerage system can not be appreciated for lack of information.Costs will be covered by the inhabitants (private sources).,0,,20271231,20191231,20200630,1975,98,0,2.775071,0,,"New sewerage network (28,315 Km), 3 wastewater pumping station, 781 connections to the sewerage system",2.775071,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_156721,Dudestii Vechi,Costs related to the effective connection of the population to the sewerage system can not be appreciated for lack of information.Costs will be covered by the inhabitants (private sources).,0,,20271231,20131231,20140430,3325,98,0,5.15862,0,,"New sewerage network (29.04 Km), 3 wastewater pumping station, connections to the sewerage system",5.15862,"unknown sources of funding - 3.802024 mil.€;
National and local budget - 1.356596 mil.€",Absence of collection and IAS,NC
60370,RO08,ROAG_156810,Faget,Sewerage network extension works are planned to collect wastewater from individual systems,1.000389,CF,20201231,20110224,20130630,4150,98,0,1.404097,0.166827,EBRD - 0.110361 mil.€; the difference will be financed by bank loan but the contract is not yet signed,"POS I: rehabilitation/extension of sewerage network - completed
POIM: extension (works planned to collect wastewater from individual systems - 1,175 Km), rehabilitation (0,727 Km) of the sewerage collection system and 71 connections to the sewerage system",0.236881,"National and local budget;
own financial sources regional operator of sewerage services SC AQUATIM SA",Compliant,C
